timestamp,endpoint,nansen_request_id,http_status,credits,latency_ms,context,ok
2026-09-19T18:17:40.773Z,tgm/flow-intelligence,9f31bc6412d95d1de827d455d560af59,200,1,1992,investigation,1
2026-09-19T18:17:43.058Z,tgm/flow-intelligence,cba763621e5db81bc61c395b6ad91f47,200,1,2263,investigation,1
2026-09-19T18:17:45.594Z,tgm/flow-intelligence,e5c7336380a217167eee946869e23907,200,1,2518,investigation,1
2026-09-19T18:17:48.593Z,tgm/flows,5cd9b0235d394f78ba132a420055c93c,200,1,2276,investigation,1
2026-09-19T18:17:49.511Z,tgm/who-bought-sold,f01d56027f7b2a7844a63541d97dc353,200,1,866,investigation,1
2026-09-19T18:17:51.594Z,tgm/token-ohlcv,33b2a46b49f92e255090c760471e7a4d,200,1,1912,investigation,1
2026-09-19T19:00:57.972Z,search/general,ec55e559555144291f918f75ae21af65,200,0,2962,search,1
2026-09-19T19:00:58.020Z,search/general,d9fabf2449b1c84730d2e9317d5c0a09,200,0,3725,search,1
2026-09-19T19:00:58.037Z,search/general,bcd04c1c79a08b66763ceb075fa37702,200,0,3440,search,1
2026-09-19T19:00:58.127Z,search/general,357c8c606c0ced6cec9ad5195aad7c0c,200,0,2585,search,1
2026-09-19T19:00:58.132Z,search/general,003f020e6af00c55baa1f17cd291335f,200,0,2346,search,1
2026-09-19T19:01:18.153Z,search/general,306add6a84845e78527e3c0ea690f72d,200,0,1902,search,1
2026-09-19T19:01:18.164Z,search/general,f66b620c119fb40d5882c87e558b8548,200,0,1557,search,1
2026-09-19T19:01:36.951Z,search/general,3e63e94cf45577063ca6331b2d311463,200,0,1165,search,1
2026-09-19T19:03:20.906Z,search/general,6dd7cb0fbf07f1332d434546957e9d11,200,0,1327,search,1
2026-09-19T19:03:36.856Z,search/general,b4d2f77fe00bc700ee2f59380916452d,200,0,1659,search,1
2026-09-19T19:03:37.800Z,search/general,e43ed817bfb18e3f4c16952f557f451d,200,0,2191,search,1
2026-09-19T19:03:55.354Z,search/general,23ca0d4ad3a11c0bdc82172d87e6e806,200,0,947,search,1
2026-09-19T19:04:06.647Z,search/general,e97f54284fea875d8189d93fd6469567,200,0,938,search,1
2026-09-19T19:04:07.462Z,search/general,68ddb32b6411f969b2ba243c768cca3d,200,0,560,search,1
2026-09-19T19:04:07.761Z,search/general,0a4a7b0aac637125d724e31c1e18b831,200,0,1601,search,1
2026-09-19T19:07:46.428Z,tgm/flow-intelligence,f6b41e5761d1f42887a214581fe9fd67,200,1,5612,investigation,1
2026-09-19T19:07:47.310Z,tgm/flow-intelligence,59d2de231903ed64f24b085066404a48,200,1,869,investigation,1
2026-09-19T19:07:48.566Z,tgm/flow-intelligence,cceb3238292b4e7b26ccb80cb3f87938,200,1,1247,investigation,1
2026-09-19T19:07:49.539Z,tgm/flow-intelligence,c7077e5604e1f6533dfb193c06c58d3c,200,1,959,investigation,1
2026-09-19T19:07:50.450Z,tgm/flow-intelligence,886b9d1f55d5ab7f5e3c425bfa0b602a,200,1,903,investigation,1
2026-09-19T19:07:51.563Z,tgm/flow-intelligence,cd0ecd03286b01658272cb4e205a891c,200,1,1107,investigation,1
2026-09-19T19:07:52.975Z,tgm/flows,c89700540b0c38544e6041185515f944,200,1,1364,investigation,1
2026-09-19T19:07:56.662Z,tgm/who-bought-sold,c7c5af5a6473a319e8012105fa2c3a5d,200,1,3269,investigation,1
2026-09-19T19:07:58.563Z,tgm/token-ohlcv,d206172de5ed5a768d1aba6a68858d09,200,1,1892,investigation,1
2026-09-19T19:13:39.486Z,tgm/flow-intelligence,3ccaa43f7201e5242c98dc439e730b73,200,1,2267,monitoring,1
2026-09-19T19:13:41.317Z,tgm/token-ohlcv,d741cd7869e93439f0a11d7d8c50b653,200,1,1577,monitoring,1
2026-09-19T19:13:42.354Z,tgm/flow-intelligence,b5a4cc0f69e88a7843ce145755fc1624,200,1,1032,monitoring,1
2026-09-19T19:13:43.560Z,tgm/flow-intelligence,fb3428169b2ed9281ae3cf01b12a1b56,200,1,1200,monitoring,1
2026-09-19T19:13:44.234Z,tgm/who-bought-sold,5e55b25cc504a44b6dddb11b496fc026,403,0,668,monitoring,0
2026-09-19T20:52:12.364Z,tgm/flow-intelligence,50067139b6281517a7339a296f0d8361,200,1,3032,investigation,1
2026-09-19T20:52:16.201Z,tgm/flow-intelligence,2f9d257a1eec2d66fe303126468bd115,200,1,3833,investigation,1
2026-09-19T20:52:22.620Z,tgm/flow-intelligence,5de6842c42b5e51e3a98cd51c5c18336,200,1,6415,investigation,1
2026-09-19T20:52:29.171Z,tgm/flow-intelligence,c583212d6198352358b0606cb9247f4b,200,1,6549,investigation,1
2026-09-19T20:52:30.090Z,tgm/flow-intelligence,aa3cd44e21e22e46c77be02461128c57,200,1,917,investigation,1
2026-09-19T20:52:40.164Z,tgm/flow-intelligence,eedeaf0e1d8e7a5dff9a0e41b3e12160,200,1,10071,investigation,1
2026-09-19T20:52:46.741Z,tgm/who-bought-sold,ab6386147c7a9b1aa1c30d37f2c2cb67,200,1,6542,investigation,1
2026-09-19T20:52:48.190Z,tgm/token-ohlcv,76ac0b14dadaf50d7b08af00636b811b,200,1,1154,investigation,1
2026-09-19T20:52:52.637Z,tgm/flow-intelligence,28f21241544bef39259e9e07847d0965,200,1,763,investigation,1
2026-09-19T20:52:53.540Z,tgm/flow-intelligence,e886573b681cf64e45e8bd5c811a6a2b,200,1,900,investigation,1
2026-09-19T20:52:54.339Z,tgm/flow-intelligence,b432541389a88234dd56026182f80d6b,200,1,797,investigation,1
2026-09-19T20:52:55.061Z,tgm/flow-intelligence,b3597522e76324266de31a1df712b572,200,1,719,investigation,1
2026-09-19T20:52:55.965Z,tgm/flow-intelligence,e7205b784feb686f37babe022d77ad4a,200,1,901,investigation,1
2026-09-19T20:52:56.940Z,tgm/flow-intelligence,6828f51eeb12b02b5a4711519182641d,200,1,972,investigation,1
2026-09-19T20:53:01.074Z,tgm/flows,18c0ef478b355e421bef00322006ff48,200,1,3885,investigation,1
2026-09-19T20:53:01.655Z,tgm/who-bought-sold,1d1ef20c88aff30525556a0f3054a335,200,1,552,investigation,1
2026-09-19T20:53:02.929Z,tgm/token-ohlcv,f72d076c7da734528966f64ff22de373,200,1,1266,investigation,1
2026-09-19T20:53:05.938Z,tgm/flow-intelligence,76711b3efb07db4e2bce7a2964e75706,200,1,813,investigation,1
2026-09-19T20:53:06.754Z,tgm/flow-intelligence,b2468133de36035f9e69f929c5cef82b,200,1,815,investigation,1
2026-09-19T20:53:08.035Z,tgm/flow-intelligence,a6c5a500948f8745e4e6a135501e5469,200,1,1277,investigation,1
2026-09-19T20:53:08.708Z,tgm/flow-intelligence,8472a7002f7c86422504b12e51b56b06,200,1,670,investigation,1
2026-09-19T20:53:09.084Z,tgm/flow-intelligence,9756443bc1f9766f77ac8b7d10f0b036,200,1,375,investigation,1
2026-09-19T20:53:09.995Z,tgm/flow-intelligence,6f98950611e54e56d6937026b11f456c,200,1,680,investigation,1
2026-09-19T20:53:10.794Z,tgm/flows,da260f5b47cd5671ff6fbb7cb05dc41e,200,1,726,investigation,1
2026-09-19T20:53:11.650Z,tgm/who-bought-sold,1b27d3693d924963b9643f23a59def69,200,1,835,investigation,1
2026-09-19T20:53:12.980Z,tgm/token-ohlcv,4884be6914cf77146684a665d1a6c363,200,1,1309,investigation,1
2026-09-19T20:53:17.608Z,tgm/flow-intelligence,b614a03d02db7e520acac05d6ef40579,200,1,866,investigation,1
2026-09-19T20:53:18.352Z,tgm/flow-intelligence,17070023c981d12681226a4b120d273c,200,1,742,investigation,1
2026-09-19T20:53:19.312Z,tgm/flow-intelligence,c62c814b1b32786a0219ce44d6a0d95e,200,1,797,investigation,1
2026-09-19T20:53:20.088Z,tgm/flow-intelligence,6db2f1027df0d74992bd730984b9f125,200,1,727,investigation,1
2026-09-19T20:53:20.443Z,tgm/flow-intelligence,5a4d4276a015bf6c3f6c9158207ac341,200,1,352,investigation,1
2026-09-19T20:53:21.360Z,tgm/flow-intelligence,09a7896e483042509687ce5752752a3d,200,1,770,investigation,1
2026-09-19T20:53:22.385Z,tgm/flows,fa7fa835510a4a4e21d0ce323365fb39,200,1,929,investigation,1
2026-09-19T20:53:23.963Z,tgm/who-bought-sold,fb40e715f407be19abb6df5999aafb29,200,1,616,investigation,1
2026-09-19T20:53:24.929Z,tgm/token-ohlcv,08e85c33ed301000802b9d09af6c9b2a,200,1,956,investigation,1
2026-09-19T20:53:26.487Z,tgm/flow-intelligence,c1b7c770453a8b07617093735529cf7f,200,1,653,investigation,1
2026-09-19T20:53:27.457Z,tgm/flow-intelligence,850fa70d82aa8d5ea038c94270c6b62d,200,1,968,investigation,1
2026-09-19T20:53:28.318Z,tgm/flow-intelligence,0702ff6d2bd010632d323053a8657c05,200,1,858,investigation,1
2026-09-19T20:53:29.355Z,tgm/flow-intelligence,39802c027ca38217e6504e5b04c12301,200,1,834,investigation,1
2026-09-19T20:53:29.840Z,tgm/flow-intelligence,b5b7db13e79e596a878efd64ca171062,200,1,340,investigation,1
2026-09-19T20:53:30.675Z,tgm/flow-intelligence,fb8ae45f37b87c4cd9e7f95bb28cc833,200,1,833,investigation,1
2026-09-19T20:53:31.689Z,tgm/flows,5a923b2c9863656a88f39d46d1a34533,200,1,989,investigation,1
2026-09-19T20:53:32.603Z,tgm/who-bought-sold,3a0896331fd911141dd03554a48f2147,200,1,909,investigation,1
2026-09-19T20:53:33.873Z,tgm/token-ohlcv,d556fb5af34cbd22101ae03a5e43ef7e,200,1,981,investigation,1
2026-09-19T20:53:35.760Z,tgm/flow-intelligence,393ff74313cc98267d68ca2f0519ec00,200,1,650,investigation,1
2026-09-19T20:53:36.444Z,tgm/flow-intelligence,d53e4a39858ead6588210e4ac70cf073,200,1,682,investigation,1
2026-09-19T20:53:37.359Z,tgm/flow-intelligence,1876102b925a072d573cf57347b7a518,200,1,741,investigation,1
2026-09-19T20:53:38.361Z,tgm/flow-intelligence,8153a866db5cde0058636d5366bb7274,200,1,999,investigation,1
2026-09-19T20:53:39.024Z,tgm/flow-intelligence,f6097c08472a45565057a876df9ad835,200,1,662,investigation,1
2026-09-19T20:53:39.755Z,tgm/flow-intelligence,0ac8a5572f2bbf740bf4212ce6b63f67,200,1,728,investigation,1
2026-09-19T20:53:40.616Z,tgm/flows,df0b4177cd153b0dbbcc7650719f9328,200,1,857,investigation,1
2026-09-19T20:53:41.250Z,tgm/who-bought-sold,bdf67e247efd1e389260e877ea5c0346,200,1,617,investigation,1
2026-09-19T20:53:42.257Z,tgm/token-ohlcv,acbe787a63fadc3545c10c5e5a7b4b39,200,1,768,investigation,1
2026-09-19T20:53:44.440Z,tgm/flow-intelligence,f98bdd49c0e27a2d4cb2f35133fc4512,200,1,782,investigation,1
2026-09-19T20:53:45.396Z,tgm/flow-intelligence,576b2619df91001fb7a4353e5da2b45a,200,1,955,investigation,1
2026-09-19T20:53:46.314Z,tgm/flow-intelligence,dc70f407c53207348d9dd352b4a68622,200,1,722,investigation,1
2026-09-19T20:53:47.087Z,tgm/flow-intelligence,ff4694164880cf6e1b80174ee165a148,200,1,770,investigation,1
2026-09-19T20:53:47.912Z,tgm/flow-intelligence,645cf42c5b14c263d92e861daff48965,200,1,597,investigation,1
2026-09-19T20:53:48.600Z,tgm/flow-intelligence,5b6fa2277ddf562ac44d364567db153f,200,1,683,investigation,1
2026-09-19T20:53:49.289Z,tgm/flows,2ca5ea73447dce464d97a0430b71bf55,200,1,646,investigation,1
2026-09-19T20:53:50.071Z,tgm/who-bought-sold,c6ecb20d0c4b31279b441c60215c5535,200,1,613,investigation,1
2026-09-19T20:53:50.826Z,tgm/token-ohlcv,cd95b4708d5d116e391fdf5f683e0440,200,1,733,investigation,1
2026-09-19T20:53:55.317Z,tgm/flow-intelligence,2613190ab0557963a862673a3d7ada36,200,1,910,investigation,1
2026-09-19T20:53:56.283Z,tgm/flow-intelligence,171ab1158c3a442650143d36837ce010,200,1,962,investigation,1
2026-09-19T20:53:57.243Z,tgm/flow-intelligence,a2731006b221c67d48a9c50f94353c13,200,1,958,investigation,1
2026-09-19T20:53:58.197Z,tgm/flow-intelligence,614b7d4a7a55ee0a4feeeb31854e835e,200,1,952,investigation,1
2026-09-19T20:53:59.040Z,tgm/flow-intelligence,e0b556584f8faa103b341610c6901d6e,200,1,841,investigation,1
2026-09-19T20:53:59.806Z,tgm/flow-intelligence,43f6235c35bedf72a0714a4fd2546752,200,1,763,investigation,1
2026-09-19T20:54:01.162Z,tgm/flows,a389a05838e91b2e37fe78233e96eb0f,200,1,1297,investigation,1
2026-09-19T20:54:02.044Z,tgm/who-bought-sold,6bbfc177ad106f28f7df74253e99bb5e,200,1,875,investigation,1
2026-09-19T20:54:03.003Z,tgm/token-ohlcv,29c7c64d006ae67ac22dbd0e1600f63b,200,1,952,investigation,1
2026-09-19T20:56:26.180Z,tgm/flow-intelligence,ef9c297cb0a5975d0a05fb144024260c,200,1,1643,monitoring,1
2026-09-19T20:56:26.883Z,tgm/token-ohlcv,80434f78501cf6764b8aa23d6fe07874,200,1,701,monitoring,1
2026-09-19T20:56:28.154Z,tgm/flow-intelligence,508f5e0dd0638f5dd6fcd507dea3ff2a,200,1,1263,monitoring,1
2026-09-19T20:56:29.880Z,tgm/token-ohlcv,36d19e24fa0b0162c4b3512a8070265d,200,1,1721,monitoring,1
2026-09-19T20:56:30.267Z,tgm/flow-intelligence,c98142648b1a977f0933b4714f23de26,200,1,378,monitoring,1
2026-09-19T20:56:31.119Z,tgm/token-ohlcv,6c93d16a0bddbf79eab4fc350214c55c,200,1,843,monitoring,1
2026-09-19T20:56:31.869Z,tgm/flow-intelligence,94cf6f7bed81c855e9fe080476625c1f,200,1,748,monitoring,1
2026-09-19T20:56:43.590Z,tgm/flow-intelligence,c77a394be3cef91688dac117fdf8e118,200,1,11717,monitoring,1
2026-09-19T20:56:44.510Z,tgm/flow-intelligence,04bf8919b411a95912fd421e145a907d,200,1,907,monitoring,1
2026-09-19T20:56:45.582Z,tgm/token-ohlcv,059a5f343eaf1b27d06b36221bd7a30d,200,1,1068,monitoring,1
2026-09-19T20:56:46.649Z,tgm/flow-intelligence,26dbef3c486ac12da63d74212a9a7956,200,1,1064,monitoring,1
2026-09-19T20:56:48.036Z,tgm/flow-intelligence,e696792c0d08e91a17ff1a5814946d55,200,1,1384,monitoring,1
2026-09-19T20:56:48.808Z,tgm/who-bought-sold,734dcc1f8a8a2c780639e73b4f97d131,200,1,769,monitoring,1
2026-09-19T20:56:49.294Z,tgm/flow-intelligence,153b2d01fe2aab33c36d575212b79708,200,1,344,monitoring,1
2026-09-19T20:56:50.127Z,tgm/token-ohlcv,b66562730262612684b9676a9baa6966,200,1,796,monitoring,1
2026-09-19T20:56:50.843Z,tgm/flow-intelligence,31847f403ef9f65803d43f6a164c633a,200,1,511,monitoring,1
2026-09-19T20:56:51.834Z,tgm/flow-intelligence,7397a751bdf2354001aea668e6e47371,200,1,983,monitoring,1
2026-09-19T20:56:52.572Z,tgm/who-bought-sold,d4b7f9778d697c3553492e73eaf22679,200,1,729,monitoring,1
2026-09-19T20:56:53.331Z,tgm/flow-intelligence,86c070167dc8c6402c89d2788e69c97e,200,1,744,monitoring,1
2026-09-19T20:56:54.040Z,tgm/token-ohlcv,a1445d665383ae797da99b13d2c8dc26,200,1,704,monitoring,1
2026-09-19T20:56:55.250Z,tgm/flow-intelligence,aede826e91acf260b054955f3973aa57,200,1,1207,monitoring,1
2026-09-19T20:56:56.036Z,tgm/flow-intelligence,a8637826acfe53617a6d3434c17c5f12,200,1,781,monitoring,1
2026-09-19T20:56:56.727Z,tgm/who-bought-sold,e188883bc41fa17fb68c661637579321,200,1,688,monitoring,1
2026-09-19T20:56:57.711Z,tgm/flow-intelligence,1cbbd62c3e747516d1cb3245ca99591b,200,1,978,monitoring,1
2026-09-19T20:56:58.337Z,tgm/token-ohlcv,d48c601e32b1db240ca48137a8674f56,200,1,602,monitoring,1
2026-09-19T20:56:59.427Z,tgm/flow-intelligence,e6720805c34da05fb896412f022edf31,200,1,1087,monitoring,1
2026-09-19T20:57:02.316Z,tgm/flow-intelligence,4d4f756781689e3b9123ef7221dcd505,200,1,2885,monitoring,1
2026-09-19T20:57:03.113Z,tgm/who-bought-sold,a772e0220a7f762fdade2d5ae64fbb57,200,1,775,monitoring,1
2026-09-19T20:57:04.268Z,tgm/flow-intelligence,823bb526968eb96af867f46f481f596c,200,1,1144,monitoring,1
2026-09-19T20:57:05.338Z,tgm/token-ohlcv,f62673700caac40b2d25666d8b4ce315,200,1,1015,monitoring,1
2026-09-19T20:57:05.692Z,tgm/flow-intelligence,3fbf773581e9cd76029e17404c638006,200,1,352,monitoring,1
2026-09-19T20:57:07.777Z,tgm/flow-intelligence,8f91d832ebacaf26076c3a6bf18c5952,200,1,2080,monitoring,1
2026-09-19T20:57:09.127Z,tgm/who-bought-sold,50aaa1153e2c726c9c92ef4c941cc20b,200,1,1071,monitoring,1
2026-09-19T20:57:10.078Z,tgm/flow-intelligence,394a234dbb9674566d78041d57a28e24,200,1,942,monitoring,1
2026-09-19T20:57:11.400Z,tgm/token-ohlcv,d7b16e3461c8661e68a516362460b472,200,1,1320,monitoring,1
2026-09-19T20:57:15.834Z,tgm/flow-intelligence,ad229546e34f2b1a63b289143e49635d,200,1,4431,monitoring,1
2026-09-19T20:57:17.935Z,tgm/flow-intelligence,fe593971d05e177b2b0e5c4834a0f70d,200,1,2098,monitoring,1
2026-09-19T20:57:33.443Z,tgm/who-bought-sold,8f27a36c49c9531f7c3b740d01265c19,200,1,7360,monitoring,1
2026-09-19T20:57:34.246Z,tgm/flow-intelligence,2761ac21001597647975881ecea4e87a,200,1,779,monitoring,1
2026-09-19T20:57:35.051Z,tgm/token-ohlcv,d139ca4c72215b1de9c5247fa9ff6c2b,200,1,798,monitoring,1
2026-09-19T20:57:37.029Z,tgm/flow-intelligence,4608446bb71e4660d9869b59b70bc018,200,1,1975,monitoring,1
2026-09-19T20:57:37.892Z,tgm/flow-intelligence,38a8873e0ee0565ac70d8f676110e821,200,1,858,monitoring,1
2026-09-19T20:57:38.949Z,tgm/who-bought-sold,7630634140d20e0dd18670397422502d,200,1,1020,monitoring,1
2026-09-19T21:07:47.344Z,tgm/flow-intelligence,398cf66c2f36ee7ffa4fc675c464b046,200,1,7332,monitoring,1
2026-09-19T21:07:48.540Z,tgm/token-ohlcv,6547a0203bb40a5614b40a604293ac27,200,1,1184,monitoring,1
2026-09-19T21:07:49.519Z,tgm/flow-intelligence,c8f936485ce9e1359601d87ce117e03e,200,1,962,monitoring,1
2026-09-19T21:07:50.922Z,tgm/token-ohlcv,6b90ee63d4e8ac13a7cab31e4c4f2f2a,200,1,1392,monitoring,1
2026-09-19T21:07:52.147Z,tgm/flow-intelligence,75c6097dc6a3c025465b876b0266d127,200,1,1213,monitoring,1
2026-09-19T21:07:53.941Z,tgm/token-ohlcv,bd09027d2352e870f8521d5a94743161,200,1,1733,monitoring,1
2026-09-19T21:07:55.016Z,tgm/flow-intelligence,a5584c33241e4743a0332912a80e4454,200,1,1063,monitoring,1
2026-09-19T21:07:55.771Z,tgm/token-ohlcv,0a69015e5a700c25ac30182614a9ca73,200,1,750,monitoring,1
2026-09-19T21:07:56.860Z,tgm/flow-intelligence,f90da40e5c19996f256ac96cc0de3764,200,1,1079,monitoring,1
2026-09-19T21:07:57.977Z,tgm/token-ohlcv,b4e5d7183c19501fbf209f3acdd8bf2d,200,1,1113,monitoring,1
2026-09-19T21:07:59.021Z,tgm/flow-intelligence,55306d23a059de546af11b00bd67ba16,200,1,1036,monitoring,1
2026-09-19T21:08:00.154Z,tgm/token-ohlcv,79fd5a1935ffb370a932b63b75634f5d,200,1,1118,monitoring,1
2026-09-19T21:08:01.562Z,tgm/flow-intelligence,c663be2160287e387b9b59660e441c52,200,1,1400,monitoring,1
2026-09-19T21:08:03.020Z,tgm/token-ohlcv,70bcd35d0c170658f21f6039eca70804,200,1,1450,monitoring,1
2026-09-19T21:08:04.406Z,tgm/flow-intelligence,5d82f41c881f83687b0811511e46d479,200,1,1377,monitoring,1
2026-09-19T21:08:05.028Z,tgm/token-ohlcv,015ee92aebd0711cc2e03860c893560a,200,1,617,monitoring,1
2026-09-19T21:12:07.075Z,tgm/flow-intelligence,4cd1203b9d776222a4d5b6510fbc2149,200,1,1630,monitoring,1
2026-09-19T21:12:08.448Z,tgm/token-ohlcv,3011ae26c263c827529a632926909516,200,1,1363,monitoring,1
2026-09-19T21:12:09.642Z,tgm/flow-intelligence,0b81f16aa974e232d55350282c1e972e,200,1,1180,monitoring,1
2026-09-19T21:12:11.264Z,tgm/token-ohlcv,a823a51043e4fc2cb6cff862ddeea073,200,1,1615,monitoring,1
2026-09-19T21:18:26.009Z,tgm/flow-intelligence,3e11435019dea6673f7b13176b40b93a,200,1,14111,monitoring,1
2026-09-19T21:18:26.884Z,tgm/token-ohlcv,9f76e23e4ad1b64511c271264d6ced38,200,1,864,monitoring,1
2026-09-19T21:18:28.042Z,tgm/flow-intelligence,bb39d060860fd3425a90716d0cf1c154,200,1,1151,monitoring,1
2026-09-19T21:18:28.844Z,tgm/token-ohlcv,5f2a11074faba35bb36ad810282b6349,200,1,793,monitoring,1
2026-09-19T21:18:30.093Z,tgm/flow-intelligence,83ffc15d364f2e3646164406a0a60049,200,1,1240,monitoring,1
2026-09-19T21:18:31.020Z,tgm/token-ohlcv,ee58117e68bce1208d45402d9813b46b,200,1,920,monitoring,1
2026-09-19T21:18:31.934Z,tgm/flow-intelligence,ed116a502c29b8090e119b62cd99a349,200,1,905,monitoring,1
2026-09-19T21:18:32.450Z,tgm/token-ohlcv,1f7c7d7034b99c081ec43e7f546f6b7b,200,1,510,monitoring,1
2026-09-19T21:18:33.378Z,tgm/flow-intelligence,a6cc5e7734b9a977b284374383ffd739,200,1,912,monitoring,1
2026-09-19T21:18:34.122Z,tgm/token-ohlcv,beec234f551f21726c154345c6490256,200,1,736,monitoring,1
2026-09-19T21:18:34.974Z,tgm/flow-intelligence,0065ff4abac6e07d3a86716aa7315e42,200,1,814,monitoring,1
2026-09-19T21:18:35.523Z,tgm/token-ohlcv,0a8f9243186d53268edca7748de45075,200,1,544,monitoring,1
2026-09-19T21:18:36.651Z,tgm/flow-intelligence,c35ea4328a7edb0b538d075acc042602,200,1,1114,monitoring,1
2026-09-19T21:18:37.269Z,tgm/token-ohlcv,c2569560f28cf05613da7c2716bf1b4d,200,1,612,monitoring,1
2026-09-19T21:18:38.693Z,tgm/flow-intelligence,6c5add2828626e0e5f33c46b6f1b2936,200,1,1417,monitoring,1
2026-09-19T21:18:39.965Z,tgm/token-ohlcv,b49948585f327438c711b116e4c3c97e,200,1,1267,monitoring,1
2026-09-19T21:53:43.080Z,tgm/flow-intelligence,a57553040f275d4d3a76954ab5b44d0d,200,1,1848,monitoring,1
2026-09-19T21:53:43.698Z,tgm/token-ohlcv,f6e88b2793cbaa21e6c4d2639c5edf2b,200,1,610,monitoring,1
2026-09-19T21:53:44.530Z,tgm/flow-intelligence,a3f2076f203b682e51132d3917f39038,200,1,826,monitoring,1
2026-09-19T21:53:45.818Z,tgm/token-ohlcv,13df9008fdb3ff2f7effda393edbf129,200,1,1283,monitoring,1
2026-09-19T21:54:29.012Z,tgm/flow-intelligence,247e6803c809da547f9cac79b2c86611,200,1,1326,investigation,1
2026-09-19T21:54:29.829Z,tgm/flow-intelligence,30c6475446c42835b8353f3c506ae602,200,1,815,investigation,1
2026-09-19T21:54:30.897Z,tgm/flow-intelligence,5318033e237d9f62de0b77354cb50373,200,1,1066,investigation,1
2026-09-19T21:54:31.897Z,tgm/flow-intelligence,59c27a04d6135b7ed03e0b39a59c652e,200,1,997,investigation,1
2026-09-19T21:54:32.903Z,tgm/flow-intelligence,fd25ea441f74135ba35796552dec3119,200,1,1002,investigation,1
2026-09-19T21:54:34.135Z,tgm/flow-intelligence,a955e955d8a29d63c914e556c24a6439,200,1,1227,investigation,1
2026-09-19T21:54:35.463Z,tgm/flows,1ff48b4aec263f787257267f9dfe003f,200,1,1323,investigation,1
2026-09-19T21:54:36.272Z,tgm/who-bought-sold,1678e03baebf6f0a15191f2a7be7091a,200,1,784,investigation,1
2026-09-19T21:54:38.036Z,tgm/token-ohlcv,7a13961cd8e6811bc2a6e63e38750035,200,1,1749,investigation,1
2026-09-19T21:54:47.647Z,tgm/flow-intelligence,85714b03ae8f1454952c933f6afe4147,200,1,1663,monitoring,1
2026-09-19T21:54:48.173Z,tgm/token-ohlcv,d48ad8376f5f6d40936f2f23c326ac46,200,1,515,monitoring,1
2026-09-19T21:54:49.009Z,tgm/flow-intelligence,ba196e3f0284d56fc71c596a408bb942,200,1,832,monitoring,1
